3.676215582929999982e+03 3.119402503967285156e+01 inf
3.676532054450000032e+03 1.084274291992187500e+01 inf
3.676848525970000082e+03 1.337826919555664062e+01 inf
3.677164997490000133e+03 7.694320678710937500e-01 inf
3.677481469010000183e+03 -1.961624145507812500e+00 -inf
3.677797940529999778e+03 3.262212753295898438e+01 inf
3.678114412049999828e+03 -3.380355072021484375e+01 -inf
3.678430883569999878e+03 2.323211288452148438e+01 inf
3.678747355089999928e+03 5.716376495361328125e+01 inf
3.679063826609999978e+03 -4.691345596313476562e+01 -inf
3.679380298130000028e+03 7.200902938842773438e+01 inf
3.679696769650000078e+03 -1.806842803955078125e+01 -inf
3.680013241170000128e+03 1.285417556762695312e+01 inf
3.680329712690000179e+03 -1.822314453125000000e+01 -inf
3.680646184209999774e+03 -1.030040740966796875e+01 -inf
3.680962655729999824e+03 -7.377605438232421875e+00 -inf
3.681279127249999874e+03 1.254526519775390625e+01 inf
3.681595598769999924e+03 9.468200683593750000e+00 inf
3.681912070289999974e+03 -5.560880279541015625e+01 -inf
3.682228541810000024e+03 -2.668573379516601562e+01 -inf
3.682545013330000074e+03 2.423740005493164062e+01 inf
3.682861484850000124e+03 2.016059112548828125e+01 inf
3.683177956370000175e+03 3.508385467529296875e+01 inf
3.683494427890000225e+03 2.400718307495117188e+01 inf
3.683810899409999820e+03 1.593057250976562500e+01 inf
3.684127370929999870e+03 5.185403442382812500e+01 inf
3.684443842449999920e+03 -4.222438812255859375e+00 -inf
3.684760313969999970e+03 -2.029885482788085938e+01 -inf
3.685076785480000126e+03 1.062476348876953125e+01 inf
3.685393257000000176e+03 3.454805374145507812e+01 inf
3.685709728520000226e+03 1.046916961669921875e+01 inf
3.686026200039999821e+03 1.438370895385742188e+01 inf
3.686342671559999872e+03 -6.712249755859375000e+00 -inf
3.686659143079999922e+03 -1.681715774536132812e+01 -inf
3.686975614599999972e+03 2.707381820678710938e+01 inf
3.687292086120000022e+03 4.196371841430664062e+01 inf
3.687608557640000072e+03 -2.146621704101562500e+00 -inf
3.687925029160000122e+03 2.774290084838867188e+01 inf
3.688241500680000172e+03 -8.367698669433593750e+00 -inf
3.688557972200000222e+03 5.215835571289062500e-01 inf
3.688874443719999817e+03 2.241073989868164062e+01 inf
3.689190915239999867e+03 2.329985046386718750e+01 inf
3.689507386759999918e+03 -1.481062698364257812e+01 -inf
3.689823858279999968e+03 -5.919261932373046875e+00 -inf
3.690140329800000018e+03 1.797580337524414062e+01 inf
3.690456801320000068e+03 -3.012527465820312500e+01 -inf
3.690773272840000118e+03 -1.322424697875976562e+01 -inf
3.691089744360000168e+03 -4.322635650634765625e+00 -inf
3.691406215880000218e+03 2.057902145385742188e+01 inf
3.691722687399999813e+03 -1.519371032714843750e+00 -inf
3.692039158919999863e+03 2.938217926025390625e+01 inf
3.692355630439999914e+03 -5.716323852539062500e+00 -inf
3.692672101959999964e+03 -4.814884185791015625e+00 -inf
3.692988573480000014e+03 1.708649444580078125e+01 inf
3.693305045000000064e+03 2.298782348632812500e+01 inf
3.693621516520000114e+03 -1.111090850830078125e+01 -inf
3.693937988040000164e+03 -1.420969390869140625e+01 -inf
3.694254459560000214e+03 4.969146347045898438e+01 inf
3.694570931079999809e+03 8.592563629150390625e+00 inf
3.694887402599999859e+03 -3.050638961791992188e+01 -inf
3.695203874119999909e+03 2.339472579956054688e+01 inf
3.695520345639999960e+03 1.129675292968750000e+01 inf
3.695836817160000010e+03 3.520293807983398438e+01 inf
3.696153288680000060e+03 1.611883163452148438e+01 inf
3.696469760200000110e+03 -9.532394409179687500e-01 -inf
3.696786231720000160e+03 -2.601731872558593750e+01 -5.830152946698096000e+15
3.697102703240000210e+03 -1.407858657836914062e+01 -2.373263884981375977e+12
3.697419174759999805e+03 -3.014153671264648438e+01 -1.050334694810001564e+10
3.697735646279999855e+03 2.753814697265625000e+00 4.142042270959538408e+06
3.698052117799999905e+03 -2.271358108520507812e+01 -3.062732479381922167e+05
3.698368589319999955e+03 3.134848785400390625e+01 7.816176990168180055e+03
3.698685060840000006e+03 3.192003250122070312e+01 3.010104968509447190e+02
3.699001532360000056e+03 2.821487426757812500e+00 2.069380392938611202e+00
3.699318003870000211e+03 2.335339889526367188e+02 2.922315042948381603e+01
3.699634475389999807e+03 7.830546417236328125e+02 3.594727648342242077e+01
3.699950946909999857e+03 1.703036441802978516e+03 4.802358459005439073e+01
3.700267418429999907e+03 2.234113140106201172e+03 5.240903242918719229e+01
3.700583889949999957e+03 2.323539348602294922e+03 5.420902234319660096e+01
3.700900361470000007e+03 2.163376350402832031e+03 5.351258769738043952e+01
3.701216832990000057e+03 2.061495517730712891e+03 5.065433694547444077e+01
3.701533304510000107e+03 2.373154113769531250e+03 5.563242692381193422e+01
3.701849776030000157e+03 2.225074001312255859e+03 5.259064146106624094e+01
3.702166247550000207e+03 2.182752307891845703e+03 5.258062198356240202e+01
3.702482719069999803e+03 2.455359687805175781e+03 5.541173263020587569e+01
3.702799190589999853e+03 2.685220355987548828e+03 5.568618828840345714e+01
3.703115662109999903e+03 2.693067493438720703e+03 5.707803820841780151e+01
3.703432133629999953e+03 2.031163349151611328e+03 5.099698092808925765e+01
3.703748605150000003e+03 1.376816501617431641e+03 4.305287854933569491e+01
3.704065076670000053e+03 1.283926856994628906e+03 4.263782025438118239e+01
3.704381548190000103e+03 1.404956691741943359e+03 4.503762790383715497e+01
3.704698019710000153e+03 1.295017673492431641e+03 4.281472916190833189e+01
3.705014491230000203e+03 1.098458011627197266e+03 4.228550104140945365e+01
3.705330962749999799e+03 6.782122268676757812e+02 3.438878246785746029e+01
3.705647434269999849e+03 6.109606781005859375e+02 3.589492555082438940e+01
3.705963905789999899e+03 8.080453147888183594e+02 3.566632213932368956e+01
3.706280377309999949e+03 1.409825260162353516e+03 4.444136201685304144e+01
3.706596848829999999e+03 1.829211845397949219e+03 4.962495002752302753e+01
3.706913320350000049e+03 1.634556526184082031e+03 4.628668633837469315e+01
3.707229791870000099e+03 1.248594680786132812e+03 4.217699600260527149e+01
3.707546263390000149e+03 9.399661979675292969e+02 3.812467429908497962e+01
3.707862734910000199e+03 1.035600429534912109e+03 4.090484533952047030e+01
3.708179206429999795e+03 1.277950592041015625e+03 4.343779404982222303e+01
3.708495677949999845e+03 1.254625156402587891e+03 4.291905559730693653e+01
3.708812149469999895e+03 8.081336860656738281e+02 3.491909861630650624e+01
3.709128620989999945e+03 5.773934326171875000e+02 3.388322014132388915e+01
3.709445092509999995e+03 5.381258850097656250e+02 2.987062732533043530e+01
3.709761564030000045e+03 1.018005481719970703e+03 4.104371029170185636e+01
3.710078035550000095e+03 1.461326076507568359e+03 4.557591403964417509e+01
3.710394507070000145e+03 1.871597236633300781e+03 4.920511455282112223e+01
3.710710978590000195e+03 2.225762828826904297e+03 5.346427822995388368e+01
3.711027450109999791e+03 2.228656093597412109e+03 5.371131500545820359e+01
3.711343921629999841e+03 1.997996109008789062e+03 4.976680169652459540e+01
3.711660393149999891e+03 2.221239227294921875e+03 5.374604921895399912e+01
3.711976864669999941e+03 2.444755210876464844e+03 5.487294450543551250e+01
3.712293336189999991e+03 2.856805847167968750e+03 5.978671672959393391e+01
3.712609807710000041e+03 2.827251049041748047e+03 5.843737874281879385e+01
3.712926279230000091e+03 2.635242755889892578e+03 5.609512385232710585e+01
3.713242750750000141e+03 2.654200012207031250e+03 5.654866744830072633e+01
3.713559222259999842e+03 2.945358318328857422e+03 6.084486014022935763e+01
3.713875693779999892e+03 3.059305698394775391e+03 6.014669381989754982e+01
3.714192165299999942e+03 3.409225982666015625e+03 6.383810113486067195e+01
3.714508636819999992e+03 3.399102867126464844e+03 6.318411037242453432e+01
3.714825108340000043e+03 3.302626571655273438e+03 6.419761741081455853e+01
3.715141579860000093e+03 2.772890373229980469e+03 5.764635645394804442e+01
3.715458051380000143e+03 2.570911094665527344e+03 5.597535884253453276e+01
3.715774522900000193e+03 2.523822303771972656e+03 5.563255489533025155e+01
3.716090994419999788e+03 2.367132530212402344e+03 5.334533581974073257e+01
3.716407465939999838e+03 2.256650135040283203e+03 5.259224893547260393e+01
3.716723937459999888e+03 2.349574829101562500e+03 5.484802214698127898e+01
3.717040408979999938e+03 2.386638137817382812e+03 5.597975740307513348e+01
3.717356880499999988e+03 2.210148483276367188e+03 5.332037948599300137e+01
3.717673352020000038e+03 2.060626976013183594e+03 5.181657419388195507e+01
3.717989823540000089e+03 1.792815612792968750e+03 4.885217031198806836e+01
3.718306295060000139e+03 1.507019016265869141e+03 4.665188971828259668e+01
3.718622766580000189e+03 1.171897197723388672e+03 4.244808312260534677e+01
3.718939238099999784e+03 9.321595077514648438e+02 4.101837593197154064e+01
3.719255709619999834e+03 6.124748725891113281e+02 3.566487042778755523e+01
3.719572181139999884e+03 3.564500007629394531e+02 3.055165762387313677e+01
3.719888652659999934e+03 2.301155433654785156e+02 2.652634515917710800e+01
3.720205124179999984e+03 2.739831619262695312e+02 2.664037682185086098e+01
3.720521595700000034e+03 4.454476470947265625e+02 3.081255760627062301e+01
3.720838067220000084e+03 5.984197998046875000e+02 3.446017528821859344e+01
3.721154538740000135e+03 6.028995437622070312e+02 3.414218911260205402e+01
3.721471010260000185e+03 5.639761466979980469e+02 3.159742536582947281e+01
3.721787481779999780e+03 6.192564163208007812e+02 3.222524910473758553e+01
3.722103953299999830e+03 6.872470741271972656e+02 3.643837384396790213e+01
3.722420424819999880e+03 5.619800109863281250e+02 3.123705266800446978e+01
3.722736896339999930e+03 8.906447181701660156e+02 3.979273864044827036e+01
3.723053367859999980e+03 1.261606201171875000e+03 4.147846640196835466e+01
3.723369839380000030e+03 1.678603088378906250e+03 4.607721810021672582e+01
3.723686310900000080e+03 1.933520931243896484e+03 4.931775998564624786e+01
3.724002782420000131e+03 1.959514614105224609e+03 4.981119397434613205e+01
3.724319253940000181e+03 1.801813526153564453e+03 4.852345160867136542e+01
3.724635725459999776e+03 1.751035671234130859e+03 4.918367791933047073e+01
3.724952196979999826e+03 1.950032657623291016e+03 5.115879903620901104e+01
3.725268668499999876e+03 2.187010929107666016e+03 5.125814044870737263e+01
3.725585140019999926e+03 2.650989955902099609e+03 5.667909751400724616e+01
3.725901611539999976e+03 2.890970111846923828e+03 5.771237596720619933e+01
3.726218083060000026e+03 3.018951461791992188e+03 6.003726589051142071e+01
